online_order,book_table,rate,votes,location,rest_type,approx_cost(for two people),listed_in(type)
No,No,4.0/5,40,BTM,Beverage Shop,400,Dine-out
No,No,3.1/5,7,BTM,Quick Bites,300,Dine-out
No,No,3.5/5,6,BTM,Quick Bites,400,Dine-out
No,No,3.5/5,42,BTM,Quick Bites,400,Dine-out
Yes,No,3.7/5,63,BTM,Quick Bites,350,Dine-out
No,No,2.7/5,76,BTM,Quick Bites,500,Dine-out
No,No,2.6/5,75,BTM,Quick Bites,400,Dine-out
No,No,3.1/5,9,BTM,Quick Bites,350,Dine-out
No,No,3.8/5,47,BTM,Dessert Parlor,200,Dine-out
No,No,3.2/5,5,BTM,Quick Bites,250,Dine-out
No,No,3.3/5,4,BTM,Quick Bites,200,Dine-out
No,No,3.5/5,15,BTM,Quick Bites,200,Dine-out
No,No,3.6/5,38,BTM,Quick Bites,250,Dine-out
No,No,,0,BTM,Quick Bites,300,Dine-out
No,No,3.5/5,12,BTM,Quick Bites,200,Dine-out
No,No,3.6/5,22,BTM,Quick Bites,350,Dine-out
No,No,,0,BTM,Quick Bites,300,Dine-out
No,No,3.2/5,7,BTM,Quick Bites,200,Dine-out
No,No,3.2/5,4,BTM,Quick Bites,450,Dine-out
No,No,3.5/5,15,BTM,Quick Bites,400,Dine-out
No,No,3.3/5,5,BTM,Quick Bites,400,Dine-out
No,No,,0,BTM,Quick Bites,300,Dine-out
No,No,3.6/5,34,BTM,Quick Bites,650,Dine-out
No,No,3.5/5,14,BTM,Quick Bites,300,Dine-out
No,No,3.3/5,16,BTM,Quick Bites,300,Dine-out
No,No,3.4/5,5,BTM,Quick Bites,300,Dine-out
No,No,2.8/5,60,BTM,Quick Bites,250,Dine-out
No,No,3.3/5,22,BTM,Quick Bites,300,Dine-out
No,No,3.4/5,5,BTM,Quick Bites,250,Dine-out
Yes,No,3.3/5,9,BTM,Quick Bites,250,Dine-out
No,No,3.4/5,7,BTM,Quick Bites,500,Dine-out
No,No,,0,BTM,Quick Bites,200,Dine-out
No,No,3.7/5,27,BTM,Quick Bites,250,Dine-out
No,No,3.5/5,13,BTM,Quick Bites,300,Dine-out
No,No,3.4/5,8,BTM,Quick Bites,250,Dine-out
No,No,3.2/5,6,BTM,Quick Bites,250,Dine-out
No,No,3.6/5,26,BTM,Quick Bites,150,Dine-out
No,No,3.2/5,8,BTM,Quick Bites,200,Dine-out
No,No,,0,BTM,Quick Bites,200,Dine-out
No,No,,0,BTM,Quick Bites,200,Dine-out
No,No,,0,BTM,"Quick Bites, Beverage Shop",300,Dine-out
No,No,,0,BTM,Quick Bites,250,Dine-out
No,No,3.3/5,8,BTM,Quick Bites,200,Dine-out
No,No,,0,BTM,Quick Bites,400,Dine-out
No,No,3.2/5,4,BTM,Quick Bites,300,Dine-out
No,No,3.5/5,10,BTM,Quick Bites,150,Dine-out
No,No,,0,BTM,Quick Bites,300,Dine-out
No,No,,0,BTM,Quick Bites,300,Dine-out
No,No,,0,BTM,Quick Bites,200,Dine-out
No,No,,0,BTM,Quick Bites,200,Dine-out
No,No,,0,BTM,Quick Bites,300,Dine-out
No,No,,0,BTM,Quick Bites,300,Dine-out
No,No,3.3/5,6,BTM,Quick Bites,250,Dine-out
No,No,,0,BTM,Quick Bites,500,Dine-out
No,No,3.3/5,8,BTM,Quick Bites,300,Dine-out
No,No,3.4/5,5,BTM,Quick Bites,250,Dine-out
No,No,NEW,0,BTM,Quick Bites,300,Dine-out
No,No,NEW,0,BTM,Quick Bites,300,Dine-out
No,No,3.6/5,24,BTM,Quick Bites,300,Dine-out
No,No,,0,BTM,Quick Bites,300,Dine-out
No,No,,0,BTM,Quick Bites,400,Dine-out
No,No,3.6/5,108,BTM,Quick Bites,450,Dine-out
No,No,NEW,0,BTM,Quick Bites,250,Dine-out
No,No,NEW,0,BTM,Quick Bites,200,Dine-out
Yes,No,NEW,0,BTM,Quick Bites,350,Dine-out
No,No,,0,BTM,Quick Bites,400,Dine-out
No,No,NEW,0,BTM,Quick Bites,300,Dine-out
No,No,3.3/5,5,BTM,"Quick Bites, Sweet Shop",150,Dine-out
No,No,3.1/5,10,BTM,"Quick Bites, Beverage Shop",150,Dine-out
No,No,NEW,0,BTM,Quick Bites,400,Dine-out
No,No,3.0/5,32,BTM,Quick Bites,400,Dine-out
No,No,3.4/5,5,BTM,Quick Bites,400,Dine-out
No,No,NEW,0,BTM,Quick Bites,300,Dine-out
Yes,No,3.9/5,33,BTM,Quick Bites,350,Dine-out
Yes,No,3.3/5,59,BTM,Quick Bites,300,Dine-out
Yes,No,3.4/5,147,BTM,Quick Bites,400,Dine-out
No,No,3.8/5,30,BTM,Quick Bites,500,Dine-out
Yes,No,3.9/5,64,BTM,Quick Bites,700,Dine-out
Yes,No,3.1/5,89,BTM,Quick Bites,350,Dine-out
Yes,No,3.7/5,178,BTM,Quick Bites,400,Dine-out
No,No,3.1/5,17,BTM,Quick Bites,400,Dine-out
No,No,3.7/5,24,BTM,Quick Bites,400,Dine-out
Yes,No,3.7/5,26,BTM,Quick Bites,400,Dine-out
No,No,3.5/5,27,BTM,Quick Bites,200,Dine-out
No,No,3.3/5,6,BTM,Quick Bites,250,Dine-out
Yes,No,NEW,0,BTM,Quick Bites,400,Dine-out
Yes,No,2.9/5,177,BTM,Quick Bites,300,Dine-out
No,No,3.5/5,21,BTM,Quick Bites,200,Dine-out
Yes,No,3.6/5,41,BTM,Quick Bites,400,Dine-out
Yes,No,3.2/5,7,BTM,Quick Bites,400,Dine-out
Yes,No,,0,BTM,Quick Bites,350,Dine-out
Yes,No,3.6/5,68,BTM,Quick Bites,300,Dine-out
Yes,No,2.9/5,127,BTM,Quick Bites,300,Dine-out
Yes,No,3.5/5,17,BTM,Quick Bites,200,Dine-out
Yes,No,2.9/5,257,BTM,Quick Bites,250,Dine-out
Yes,No,NEW,0,BTM,Quick Bites,250,Dine-out
Yes,Yes,4.0/5,150,Koramangala 2nd Block,Casual Dining,1100,Dine-out
No,No,4.2/5,221,Koramangala 2nd Block,Cafe,200,Dine-out
Yes,No,4.1/5,60,Koramangala 2nd Block,Cafe,600,Dine-out
No,No,3.5/5,8,Koramangala 2nd Block,Lounge,1600,Dine-out
No,No,3.5/5,11,Koramangala 2nd Block,Quick Bites,200,Dine-out
No,No,,0,Koramangala 2nd Block,Quick Bites,150,Dine-out
No,No,4.7/5,14654,Koramangala 5th Block,"Cafe, Casual Dining",900,Dine-out
No,Yes,4.7/5,10413,Koramangala 5th Block,"Casual Dining, Bar",1400,Dine-out
Yes,No,4.6/5,4650,Koramangala 7th Block,Lounge,1500,Dine-out
No,Yes,4.4/5,1533,Koramangala 5th Block,"Microbrewery, Casual Dining",2000,Dine-out
No,Yes,4.5/5,3902,Koramangala 5th Block,"Pub, Casual Dining",1000,Dine-out
No,Yes,4.5/5,2225,Koramangala 7th Block,"Casual Dining, Bar",1100,Dine-out
Yes,Yes,4.5/5,3125,Koramangala 5th Block,"Casual Dining, Bar",1500,Dine-out
No,Yes,NEW,0,JP Nagar,"Microbrewery, Casual Dining",1500,Dine-out
No,Yes,NEW,0,Koramangala 5th Block,"Pub, Microbrewery",2100,Dine-out
No,Yes,4.2/5,1721,Koramangala 5th Block,Casual Dining,1200,Dine-out
Yes,Yes,4.4/5,2493,Bannerghatta Road,Pub,900,Dine-out
No,Yes,4.7/5,3852,JP Nagar,Casual Dining,1600,Dine-out
Yes,Yes,4.5/5,3458,Koramangala 5th Block,Casual Dining,1300,Dine-out
No,Yes,4.5/5,2540,Koramangala 5th Block,"Bar, Casual Dining",1300,Dine-out
No,No,4.3/5,2349,Koramangala 5th Block,Pub,1400,Dine-out
No,No,4.5/5,3826,Koramangala 5th Block,Cafe,800,Dine-out
Yes,Yes,4.4/5,3870,Koramangala 5th Block,"Casual Dining, Microbrewery",1600,Dine-out
No,Yes,4.5/5,6348,Koramangala 7th Block,"Bar, Casual Dining",1600,Dine-out
No,Yes,4.3/5,1520,Koramangala 5th Block,Casual Dining,700,Dine-out
Yes,Yes,4.9/5,2178,Koramangala 5th Block,"Casual Dining, Bar",1500,Dine-out
Yes,Yes,NEW,0,Koramangala 5th Block,Casual Dining,900,Dine-out
Yes,Yes,4.4/5,4315,JP Nagar,Microbrewery,1600,Dine-out
No,No,4.7/5,3197,Koramangala 5th Block,"Cafe, Casual Dining",750,Dine-out
Yes,Yes,4.2/5,2616,Koramangala 5th Block,Casual Dining,1300,Dine-out
No,Yes,4.7/5,4845,Koramangala 5th Block,Casual Dining,1500,Dine-out
No,Yes,4.1/5,2456,JP Nagar,Casual Dining,1000,Dine-out
No,Yes,4.8/5,4390,Koramangala 5th Block,Bar,1000,Dine-out
No,Yes,4.6/5,319,JP Nagar,Casual Dining,1300,Dine-out
Yes,Yes,4.4/5,455,Koramangala 7th Block,"Casual Dining, Bar",1500,Dine-out
No,Yes,4.4/5,110,Koramangala 5th Block,Lounge,1500,Dine-out
No,Yes,4.6/5,866,Koramangala 4th Block,"Microbrewery, Casual Dining",1400,Dine-out
No,Yes,4.6/5,4947,Koramangala 5th Block,"Casual Dining, Pub",1800,Dine-out
Yes,No,4.3/5,3447,Koramangala 7th Block,Casual Dining,600,Dine-out
No,Yes,4.5/5,1932,Koramangala 5th Block,"Microbrewery, Casual Dining",1400,Dine-out
No,No,4.0/5,2729,Koramangala 5th Block,Cafe,1300,Dine-out
Yes,No,4.4/5,7210,Koramangala 5th Block,Casual Dining,600,Dine-out
No,Yes,4.2/5,1214,JP Nagar,Casual Dining,1200,Dine-out
No,Yes,4.3/5,1201,JP Nagar,"Bar, Casual Dining",1500,Dine-out
Yes,Yes,4.4/5,3667,Koramangala 5th Block,Casual Dining,1400,Dine-out
No,Yes,4.4/5,1213,Koramangala 4th Block,"Microbrewery, Bar",1200,Dine-out
No,Yes,3.9/5,1771,JP Nagar,Bar,1300,Dine-out
Yes,Yes,4.5/5,710,Koramangala 7th Block,Casual Dining,1500,Dine-out
No,Yes,4.1/5,782,Koramangala 3rd Block,Casual Dining,1500,Dine-out
Yes,No,NEW,0,JP Nagar,Casual Dining,600,Dine-out
No,Yes,4.1/5,1786,Koramangala 5th Block,Casual Dining,1000,Dine-out
No,Yes,4.3/5,956,Bannerghatta Road,"Casual Dining, Bar",1000,Dine-out
No,Yes,4.0/5,2151,Koramangala 5th Block,Lounge,1000,Dine-out
No,No,4.4/5,159,Koramangala 5th Block,"Cafe, Dessert Parlor",600,Dine-out
Yes,No,3.9/5,682,Jayanagar,Casual Dining,650,Dine-out
No,Yes,4.5/5,678,Koramangala 5th Block,Casual Dining,1400,Dine-out
No,No,4.3/5,2296,Koramangala 5th Block,Casual Dining,800,Dine-out
Yes,Yes,4.3/5,2563,Koramangala 5th Block,Bar,1200,Dine-out
Yes,No,4.4/5,1944,Jayanagar,Casual Dining,800,Dine-out
Yes,Yes,4.1/5,1078,Jayanagar,Casual Dining,1000,Dine-out
No,No,NEW,0,Koramangala 7th Block,"Bar, Casual Dining",1000,Dine-out
Yes,Yes,4.4/5,1851,Koramangala 6th Block,Casual Dining,1100,Dine-out
Yes,Yes,4.4/5,677,Koramangala 7th Block,Casual Dining,1500,Dine-out
Yes,Yes,4.1/5,1697,Koramangala 5th Block,Casual Dining,1200,Dine-out
Yes,Yes,4.2/5,1365,Koramangala 7th Block,"Casual Dining, Bar",1400,Dine-out
No,No,3.8/5,1159,Koramangala 5th Block,Casual Dining,650,Dine-out
Yes,No,4.3/5,1587,Koramangala 5th Block,Casual Dining,550,Dine-out
Yes,Yes,4.0/5,1851,Koramangala 6th Block,Casual Dining,600,Dine-out
No,Yes,4.3/5,2241,Koramangala 5th Block,Casual Dining,1100,Dine-out
Yes,Yes,4.1/5,454,JP Nagar,Casual Dining,700,Dine-out
Yes,Yes,4.2/5,541,Koramangala 5th Block,"Casual Dining, Pub",1000,Dine-out
No,Yes,4.3/5,1463,Koramangala 5th Block,Cafe,800,Dine-out
Yes,No,3.7/5,26,Koramangala 5th Block,Casual Dining,600,Dine-out
Yes,No,3.8/5,120,HSR,Casual Dining,600,Dine-out
Yes,Yes,4.3/5,1800,Koramangala 5th Block,"Casual Dining, Cafe",900,Dine-out
Yes,No,4.1/5,6875,Koramangala 5th Block,Casual Dining,750,Dine-out
No,No,4.1/5,435,Koramangala 5th Block,Casual Dining,500,Dine-out
Yes,Yes,4.4/5,383,Koramangala 5th Block,"Casual Dining, Bar",1500,Dine-out
Yes,Yes,4.4/5,197,Koramangala 5th Block,Cafe,800,Dine-out
No,No,4.5/5,729,Koramangala 5th Block,Casual Dining,1200,Dine-out
No,No,4.0/5,335,Jayanagar,Casual Dining,550,Dine-out
Yes,No,4.4/5,939,Koramangala 5th Block,Cafe,900,Dine-out
Yes,Yes,NEW,0,JP Nagar,Casual Dining,800,Dine-out
Yes,Yes,4.2/5,468,Koramangala 5th Block,Cafe,800,Dine-out
Yes,No,4.7/5,1022,Koramangala 7th Block,"Cafe, Dessert Parlor",550,Dine-out
No,Yes,NEW,0,Koramangala 5th Block,Lounge,1500,Dine-out
Yes,Yes,4.1/5,587,JP Nagar,"Casual Dining, Bar",1200,Dine-out
No,Yes,4.4/5,464,Koramangala 4th Block,Cafe,800,Dine-out
Yes,No,4.1/5,956,JP Nagar,Casual Dining,600,Dine-out
No,Yes,4.5/5,546,Koramangala 5th Block,Cafe,900,Dine-out
No,No,NEW,0,JP Nagar,Casual Dining,1000,Dine-out
Yes,No,4.2/5,532,Koramangala 5th Block,Casual Dining,600,Dine-out
Yes,No,4.3/5,336,Koramangala 5th Block,Casual Dining,800,Dine-out
Yes,No,4.1/5,1555,Koramangala 5th Block,Casual Dining,750,Dine-out
Yes,No,3.8/5,22,Koramangala 5th Block,Cafe,600,Dine-out
No,No,3.9/5,1155,Koramangala 4th Block,Casual Dining,650,Dine-out
Yes,Yes,3.7/5,20,Hosur Road,Casual Dining,500,Dine-out
Yes,Yes,4.1/5,1774,Koramangala 5th Block,Pub,1200,Dine-out
No,Yes,4.1/5,770,Koramangala 4th Block,"Casual Dining, Bar",800,Dine-out
Yes,No,4.0/5,181,JP Nagar,Casual Dining,550,Dine-out
No,Yes,4.1/5,759,Koramangala 3rd Block,Bar,1200,Dine-out
Yes,No,4.6/5,406,Bannerghatta Road,Casual Dining,1000,Dine-out
Yes,Yes,4.2/5,2709,Koramangala 3rd Block,Cafe,1000,Dine-out
Yes,Yes,4.0/5,1509,Koramangala 3rd Block,Cafe,900,Dine-out
Yes,No,3.9/5,1138,Koramangala 5th Block,Casual Dining,500,Dine-out
No,Yes,4.2/5,1192,JP Nagar,"Casual Dining, Pub",1200,Dine-out
Yes,No,4.1/5,1112,Koramangala 5th Block,Casual Dining,750,Dine-out
Yes,Yes,4.0/5,792,Koramangala 7th Block,Casual Dining,900,Dine-out
Yes,No,4.0/5,957,Koramangala 7th Block,Casual Dining,500,Dine-out
Yes,No,4.0/5,313,Koramangala 5th Block,Casual Dining,800,Dine-out
Yes,Yes,3.9/5,484,Koramangala 5th Block,Casual Dining,700,Dine-out
Yes,No,3.6/5,14,Koramangala 7th Block,Casual Dining,400,Dine-out
Yes,Yes,4.1/5,1336,HSR,Casual Dining,800,Dine-out
No,Yes,4.4/5,320,Koramangala 5th Block,Casual Dining,1200,Dine-out
Yes,Yes,4.2/5,869,Koramangala 5th Block,Cafe,600,Dine-out
No,No,4.0/5,431,Koramangala 5th Block,Cafe,,Dine-out
Yes,No,4.2/5,1059,Koramangala 5th Block,Cafe,800,Dine-out
No,No,4.1/5,674,Koramangala 5th Block,Casual Dining,650,Dine-out
Yes,No,NEW,0,Bannerghatta Road,Casual Dining,800,Dine-out
Yes,Yes,4.1/5,218,Koramangala 5th Block,Casual Dining,600,Dine-out
Yes,Yes,4.2/5,1430,JP Nagar,Casual Dining,800,Dine-out
Yes,No,3.9/5,778,Koramangala 5th Block,Casual Dining,750,Dine-out
Yes,No,3.8/5,658,Koramangala 5th Block,Casual Dining,500,Dine-out
Yes,No,4.1/5,137,Koramangala 5th Block,Cafe,1200,Dine-out
Yes,No,4.1/5,306,Koramangala 7th Block,Cafe,600,Dine-out
Yes,No,3.7/5,31,Bannerghatta Road,Casual Dining,800,Dine-out
No,Yes,4.1/5,1235,Koramangala 5th Block,"Lounge, Casual Dining",1500,Dine-out
Yes,No,3.8/5,208,Bannerghatta Road,Casual Dining,700,Dine-out
Yes,Yes,4.1/5,400,Koramangala 5th Block,"Cafe, Bar",1200,Dine-out
No,Yes,4.1/5,466,JP Nagar,Casual Dining,700,Dine-out
Yes,No,4.0/5,510,Koramangala 7th Block,Casual Dining,750,Dine-out
No,No,3.9/5,737,Koramangala 6th Block,"Bar, Casual Dining",1400,Dine-out
No,Yes,3.9/5,144,Koramangala 5th Block,"Pub, Bar",1000,Dine-out
Yes,No,4.1/5,588,JP Nagar,Casual Dining,700,Dine-out
Yes,Yes,4.2/5,1692,Koramangala 5th Block,Cafe,650,Dine-out
No,No,3.9/5,66,Hosur Road,Bar,1500,Dine-out
Yes,No,3.6/5,16,Koramangala 5th Block,Cafe,500,Dine-out
Yes,No,4.0/5,1308,JP Nagar,Casual Dining,750,Dine-out
Yes,Yes,4.0/5,790,JP Nagar,Casual Dining,1300,Dine-out
Yes,Yes,4.0/5,1014,JP Nagar,"Pub, Bar",1300,Dine-out
Yes,Yes,4.2/5,344,Koramangala 5th Block,Casual Dining,500,Dine-out
Yes,Yes,4.1/5,1027,Bannerghatta Road,Casual Dining,1000,Dine-out
Yes,No,4.0/5,508,JP Nagar,"Cafe, Quick Bites",1000,Dine-out
Yes,Yes,4.0/5,235,Koramangala 5th Block,Casual Dining,800,Dine-out
No,Yes,4.1/5,446,Koramangala 7th Block,Casual Dining,650,Dine-out
No,No,3.9/5,31,Koramangala 4th Block,Bar,1000,Dine-out
Yes,Yes,4.2/5,239,JP Nagar,"Casual Dining, Cafe",600,Dine-out
Yes,Yes,4.0/5,1382,Koramangala 7th Block,Casual Dining,1100,Dine-out
Yes,No,3.7/5,111,Bannerghatta Road,Casual Dining,800,Dine-out
Yes,Yes,4.4/5,4386,JP Nagar,"Casual Dining, Cafe",600,Dine-out
Yes,No,4.3/5,480,Koramangala 5th Block,Cafe,450,Dine-out
Yes,No,3.8/5,473,Koramangala 5th Block,Casual Dining,500,Dine-out
No,Yes,3.9/5,281,Koramangala 7th Block,"Casual Dining, Bar",1000,Dine-out
Yes,No,3.7/5,65,Koramangala 5th Block,Casual Dining,800,Dine-out
No,Yes,3.9/5,579,Koramangala 5th Block,"Pub, Casual Dining",1300,Dine-out
Yes,No,3.9/5,823,Koramangala 5th Block,Casual Dining,550,Dine-out
No,No,4.0/5,130,JP Nagar,Quick Bites,300,Dine-out
Yes,No,3.9/5,320,Bannerghatta Road,Casual Dining,650,Dine-out
No,No,4.2/5,386,JP Nagar,Cafe,700,Dine-out
No,No,4.1/5,1223,Koramangala 5th Block,Quick Bites,400,Dine-out
Yes,No,3.7/5,31,Koramangala 7th Block,Cafe,500,Dine-out
Yes,No,NEW,0,Bannerghatta Road,Casual Dining,600,Dine-out
Yes,No,4.5/5,2594,Koramangala 5th Block,"Dessert Parlor, Cafe",500,Dine-out
Yes,Yes,4.2/5,293,Koramangala 5th Block,Casual Dining,800,Dine-out
No,Yes,3.9/5,1388,Koramangala 5th Block,Lounge,1400,Dine-out
Yes,No,3.9/5,452,Koramangala 7th Block,Casual Dining,600,Dine-out
Yes,No,3.2/5,12,Bommanahalli,Casual Dining,500,Dine-out
Yes,No,NEW,0,Jayanagar,Quick Bites,300,Dine-out
No,No,4.3/5,988,Koramangala 5th Block,Quick Bites,350,Dine-out
Yes,No,3.7/5,259,Koramangala 5th Block,Casual Dining,750,Dine-out
Yes,No,3.5/5,888,Koramangala 7th Block,Casual Dining,650,Dine-out
Yes,No,3.7/5,158,Jayanagar,Casual Dining,700,Dine-out
No,No,3.8/5,500,Bannerghatta Road,Casual Dining,,Dine-out
Yes,No,4.0/5,310,Jayanagar,Cafe,750,Dine-out
Yes,No,NEW,0,Koramangala 5th Block,Quick Bites,200,Dine-out
Yes,No,4.1/5,1003,Koramangala 5th Block,Casual Dining,700,Dine-out
Yes,No,3.8/5,41,HSR,Casual Dining,700,Dine-out
No,No,3.8/5,83,Jayanagar,Quick Bites,400,Dine-out
No,No,3.8/5,157,HSR,"Lounge, Bar",1300,Dine-out
No,No,4.1/5,172,Koramangala 7th Block,Cafe,650,Dine-out
Yes,No,3.8/5,232,Jayanagar,Casual Dining,600,Dine-out
Yes,No,4.0/5,610,Koramangala 7th Block,Casual Dining,500,Dine-out
Yes,No,4.1/5,164,Jayanagar,Quick Bites,400,Dine-out
Yes,No,4.2/5,189,Koramangala 6th Block,Quick Bites,300,Dine-out
No,No,4.1/5,873,JP Nagar,Quick Bites,300,Dine-out
Yes,No,3.2/5,908,Koramangala 5th Block,Casual Dining,600,Dine-out
No,Yes,4.2/5,117,Koramangala 7th Block,Casual Dining,800,Dine-out
Yes,No,4.2/5,522,Koramangala 7th Block,Quick Bites,450,Dine-out
No,No,3.3/5,24,HSR,Casual Dining,600,Dine-out
Yes,No,3.8/5,53,Koramangala 7th Block,Quick Bites,350,Dine-out
Yes,No,3.8/5,30,Jayanagar,Cafe,400,Dine-out
Yes,No,3.7/5,24,Koramangala 7th Block,Cafe,550,Dine-out
No,No,3.7/5,26,Jayanagar,Quick Bites,200,Dine-out
Yes,Yes,3.5/5,59,HSR,Casual Dining,700,Dine-out
Yes,No,4.3/5,165,Koramangala 5th Block,Quick Bites,500,Dine-out
No,No,3.9/5,118,Jayanagar,Casual Dining,800,Dine-out
Yes,No,4.4/5,384,Koramangala 7th Block,Quick Bites,300,Dine-out
Yes,No,3.9/5,51,Bannerghatta Road,Quick Bites,400,Dine-out
No,No,4.2/5,51,Koramangala 5th Block,Quick Bites,200,Dine-out
Yes,No,4.1/5,90,Koramangala 5th Block,Cafe,600,Dine-out
No,Yes,4.3/5,104,Koramangala 7th Block,Casual Dining,1000,Dine-out
Yes,No,4.2/5,556,Koramangala 5th Block,Quick Bites,400,Dine-out
Yes,No,NEW,0,Koramangala 5th Block,Quick Bites,750,Dine-out
Yes,No,4.3/5,245,Koramangala 5th Block,Quick Bites,600,Dine-out
No,No,3.0/5,37,Koramangala 5th Block,Pub,1000,Dine-out
No,No,3.7/5,202,JP Nagar,Casual Dining,900,Dine-out
Yes,No,4.3/5,277,Koramangala 7th Block,Quick Bites,450,Dine-out
Yes,No,4.0/5,750,Hosur Road,Quick Bites,250,Dine-out
Yes,No,3.8/5,47,Koramangala 5th Block,Cafe,600,Dine-out
Yes,No,3.0/5,66,Koramangala 5th Block,Casual Dining,700,Dine-out
No,Yes,4.1/5,353,Koramangala 3rd Block,Fine Dining,2000,Dine-out
No,No,3.9/5,124,Bannerghatta Road,Cafe,500,Dine-out
No,No,NEW,0,Koramangala 5th Block,Quick Bites,400,Dine-out
Yes,No,3.1/5,53,HSR,Casual Dining,750,Dine-out
Yes,No,3.6/5,122,HSR,Casual Dining,550,Dine-out
Yes,No,3.6/5,19,Bannerghatta Road,Quick Bites,400,Dine-out
No,No,4.0/5,181,Koramangala 5th Block,Mess,150,Dine-out
Yes,No,3.7/5,72,Jayanagar,Casual Dining,450,Dine-out
Yes,No,3.8/5,149,Koramangala 5th Block,Casual Dining,600,Dine-out
Yes,No,3.9/5,1043,Koramangala 7th Block,Quick Bites,600,Dine-out
No,No,3.8/5,103,Koramangala 4th Block,Bar,1500,Dine-out
No,No,4.1/5,208,Koramangala 5th Block,Quick Bites,200,Dine-out
Yes,No,3.4/5,7,HSR,Quick Bites,300,Dine-out
Yes,No,4.1/5,323,Koramangala 7th Block,Cafe,700,Dine-out
Yes,No,3.2/5,51,Bannerghatta Road,Casual Dining,400,Dine-out
Yes,No,3.7/5,125,JP Nagar,"Beverage Shop, Quick Bites",400,Dine-out
Yes,No,4.0/5,152,Koramangala 5th Block,"Beverage Shop, Quick Bites",350,Dine-out
No,No,3.8/5,38,Koramangala 6th Block,Casual Dining,900,Dine-out
Yes,No,3.8/5,331,HSR,Quick Bites,350,Dine-out
Yes,No,4.0/5,138,Koramangala 7th Block,Casual Dining,800,Dine-out
Yes,No,3.5/5,79,Jayanagar,Casual Dining,600,Dine-out
Yes,No,2.9/5,13,Koramangala 7th Block,Casual Dining,600,Dine-out
Yes,No,3.3/5,10,Koramangala 5th Block,"Takeaway, Delivery",500,Dine-out
No,Yes,3.9/5,165,JP Nagar,Casual Dining,1000,Dine-out
No,No,3.9/5,371,HSR,Casual Dining,400,Dine-out
Yes,No,3.6/5,37,Jayanagar,Quick Bites,300,Dine-out
Yes,No,3.4/5,56,Bannerghatta Road,Quick Bites,350,Dine-out
Yes,No,3.8/5,76,Koramangala 5th Block,Quick Bites,500,Dine-out
Yes,No,4.2/5,99,Koramangala 7th Block,"Dessert Parlor, Cafe",900,Dine-out
Yes,No,3.7/5,20,Koramangala 1st Block,Quick Bites,300,Dine-out
Yes,No,3.8/5,172,Koramangala 5th Block,Casual Dining,400,Dine-out
Yes,No,3.8/5,21,JP Nagar,Quick Bites,400,Dine-out
Yes,No,3.9/5,48,HSR,Quick Bites,400,Dine-out
No,No,4.0/5,193,JP Nagar,Casual Dining,500,Dine-out
Yes,No,3.8/5,49,JP Nagar,Casual Dining,400,Dine-out
Yes,No,3.8/5,264,Koramangala 7th Block,Casual Dining,650,Dine-out
Yes,No,2.6/5,208,JP Nagar,Casual Dining,650,Dine-out
Yes,No,3.4/5,212,HSR,Casual Dining,800,Dine-out
Yes,No,3.8/5,33,HSR,Quick Bites,400,Dine-out
No,No,3.4/5,97,JP Nagar,"Casual Dining, Bar",1100,Dine-out
Yes,No,4.2/5,413,Koramangala 5th Block,Cafe,700,Dine-out
Yes,Yes,3.6/5,107,Koramangala 5th Block,Casual Dining,900,Dine-out
Yes,No,3.9/5,67,Jayanagar,Quick Bites,200,Dine-out
Yes,No,3.9/5,459,HSR,Quick Bites,600,Dine-out
Yes,No,3.7/5,22,Bannerghatta Road,Quick Bites,400,Dine-out
Yes,No,4.0/5,108,Jayanagar,Quick Bites,500,Dine-out
Yes,No,3.8/5,84,HSR,Quick Bites,400,Dine-out
Yes,No,4.0/5,684,Koramangala 5th Block,Quick Bites,250,Dine-out
Yes,No,NEW,0,Jayanagar,Quick Bites,400,Dine-out
No,No,3.9/5,139,Koramangala 7th Block,"Quick Bites, Sweet Shop",200,Dine-out
Yes,No,3.6/5,64,Bommanahalli,Casual Dining,400,Dine-out
Yes,No,4.2/5,166,Koramangala 5th Block,Quick Bites,300,Dine-out
Yes,Yes,3.5/5,551,Bannerghatta Road,Casual Dining,600,Dine-out
Yes,No,,0,Koramangala 7th Block,Casual Dining,1500,Dine-out
Yes,No,3.7/5,244,JP Nagar,Casual Dining,450,Dine-out
No,No,4.0/5,161,Jayanagar,Quick Bites,200,Dine-out
No,No,3.8/5,69,Bannerghatta Road,"Cafe, Bakery",700,Dine-out
No,No,,0,Bommanahalli,"Beverage Shop, Quick Bites",,Dine-out
No,No,,0,Koramangala 5th Block,Mess,300,Dine-out
Yes,No,3.5/5,239,Koramangala 5th Block,Casual Dining,1000,Dine-out
Yes,Yes,4.2/5,325,Koramangala 7th Block,Casual Dining,800,Dine-out
Yes,No,4.1/5,301,Jayanagar,Quick Bites,200,Dine-out
No,No,3.7/5,34,JP Nagar,Cafe,500,Dine-out
No,No,3.7/5,34,Koramangala 5th Block,Mess,300,Dine-out
Yes,No,3.0/5,38,Bannerghatta Road,Casual Dining,550,Dine-out
Yes,No,3.8/5,146,JP Nagar,Casual Dining,600,Dine-out
Yes,No,3.7/5,37,JP Nagar,Casual Dining,800,Dine-out
Yes,No,4.0/5,911,Bannerghatta Road,Quick Bites,600,Dine-out
